simulation,validSimulation,season,validSeason,count,mean,std,min,25%,50%,75%,max
900,True,7,True,197.0,315452.3604060914,133276.08765291856,95480.0,218241.0,279621.0,368282.0,682003.0
900,True,8,True,207.0,335530.4492753623,141602.78894946966,61452.0,232153.0,293606.0,402854.0,682804.0
900,True,9,True,195.0,316752.6461538462,129620.96533602191,6782.0,230574.0,298390.0,379769.0,678159.0
900,True,10,True,194.0,315919.175257732,133979.30957868666,6584.0,223872.0,283133.0,362146.0,658448.0
901,True,1,True,211.0,339674.6303317536,152605.8605367367,6920.0,228363.0,318324.0,429045.0,692009.0
901,True,2,True,216.0,369148.76851851854,164009.65850439286,37579.0,248025.0,334457.0,452833.0,751590.0
901,True,3,True,213.0,362971.3286384976,157259.6446057997,14737.0,243169.0,338962.0,427387.0,736875.0
901,True,4,True,196.0,333926.3775510204,151664.55207308175,29320.0,227230.0,307860.0,410480.0,733000.0
901,True,5,True,204.0,332322.74019607843,147929.15982902204,35457.0,232243.25,297839.0,404210.0,709141.0
901,True,6,True,194.0,323218.0412371134,145220.16062131018,34708.0,229076.0,291551.0,395676.0,694169.0
901,True,7,True,196.0,321221.77040816325,128793.81744173003,94961.0,237404.0,284884.0,379846.0,678296.0
901,True,8,True,197.0,327042.80203045683,142920.03353115806,40469.0,222582.0,296776.0,391205.0,674492.0
901,True,9,True,198.0,328171.595959596,127362.51728397986,19895.0,238743.0,305061.0,404537.0,663176.0
901,True,10,True,197.0,334858.3350253807,125074.83099757064,72260.0,243057.0,315318.0,407285.0,656912.0
902,True,1,True,224.0,341957.33035714284,155649.99545841393,27680.0,221443.0,304484.0,429045.0,692009.0
902,True,2,True,217.0,360602.8387096774,182152.98354102016,15019.0,232800.0,315406.0,465600.0,750968.0
902,True,3,True,212.0,343311.88679245283,172608.80691239864,14605.0,224546.25,299395.0,403452.5,730231.0
902,True,4,True,208.0,342674.6538461539,154817.46493079973,7295.0,226158.0,306408.0,423135.0,729543.0
902,True,5,True,214.0,339798.2523364486,164704.58476052785,21368.0,227930.0,299158.0,413123.0,712282.0
902,True,6,True,209.0,348816.25358851673,159312.16927010304,14146.0,247559.0,311217.0,417314.0,707312.0
902,True,7,True,210.0,346098.02857142856,154086.05983933972,6936.0,249714.0,312142.0,395380.0,693650.0
902,True,8,True,201.0,335319.6467661692,145417.70370391497,6822.0,238787.0,313834.0,395704.0,682248.0
902,True,9,True,203.0,315572.5221674877,145152.1364976586,6638.0,225708.0,278816.0,365116.0,663847.0
902,True,10,True,198.0,308850.5808080808,131625.1259241921,51426.0,212134.0,276417.0,353557.0,642830.0
903,True,1,True,210.0,311766.39523809525,145930.32608270223,34600.0,202413.0,269883.0,392715.0,692009.0
903,True,2,True,199.0,357002.2663316583,150072.56988676716,44328.0,243806.0,317686.0,410037.0,738805.0
903,True,3,True,206.0,336258.0436893204,148968.0245752645,7291.0,240619.0,313534.0,421083.25,729149.0
903,True,4,True,205.0,330921.85365853657,170094.26022502373,7205.0,201752.0,281011.0,425119.0,720542.0
903,True,5,True,202.0,349695.3366336634,156754.62379908792,21869.0,247854.0,313463.0,426455.0,728983.0
903,True,6,True,198.0,337303.7626262626,140673.55435800625,6990.0,232406.25,311039.5,412390.0,698965.0
903,True,7,True,208.0,332336.9471153846,136304.24171474625,6922.0,242281.0,311504.0,401493.0,692230.0
903,True,8,True,202.0,346612.702970297,149057.49155225855,13706.0,239850.0,315232.0,411172.0,685287.0
903,True,9,True,207.0,328724.5458937198,147693.5244637057,6657.0,219696.0,306244.0,392791.0,665747.0
903,True,10,True,203.0,331561.8472906404,134879.47903327786,33231.0,232620.0,299083.0,412070.0,664630.0
904,True,1,True,217.0,321066.5115207373,157473.12618046076,34600.0,193762.0,283724.0,401365.0,692009.0
904,True,2,True,214.0,349614.79439252336,167506.51517059273,7299.0,228102.75,299270.0,421533.25,729928.0
